part_id,part_year,diameter,length,material,failure_year
RS10001,1970,150,29.74388686,CU,2005
RS10005,1978,150,43.693274,HDPE,2009
RS10013,1968,80,98.64373718,CU,2010
RS10016,1971,80,56.19750258,CU,2003
RS10016,1971,80,56.19750258,CU,2008
RS10016,1971,80,56.19750258,CU,2009
RS10016,1971,80,56.19750258,CU,2012
RS10016,1971,80,56.19750258,CU,2013
RS10016,1971,80,56.19750258,CU,2013
RS10019,1959,80,129.8850189,HDPE,2009
RS10019,1959,80,129.8850189,HDPE,2011
RS10021,1961,100,151.4797439,HDPE,2010
RS10034,1959,150,15.79739556,CU,2005
RS10036,1950,80,198.0092742,HDPE,2007
RS10036,1950,80,198.0092742,HDPE,2011
RS10041,1969,100,51.01256627,CU,2000
RS10041,1969,100,51.01256627,CU,2002
RS10041,1969,100,51.01256627,CU,2008
RS10041,1969,100,51.01256627,CU,2010
RS10044,1968,100,17.2961781,CU,2006
RS10044,1968,100,17.2961781,CU,2014
RS10056,1963,100,201.3220006,HDPE,2002
RS10065,1966,80,45.48889643,HDPE,2004
RS10066,1959,100,7.993608227,CU,2006
RS10069,1964,80,85.28830357,CU,2000
RS10069,1964,80,85.28830357,CU,2002
RS10069,1964,80,85.28830357,CU,2004
RS10069,1964,80,85.28830357,CU,2005
RS10069,1964,80,85.28830357,CU,2011
RS10084,1967,150,133.3999934,CU,2008
RS10111,1958,100,69.62737201,HDPE,2004
RS10113,1957,100,7.129127819,CU,2001
RS10118,1957,100,28.54263861,HDPE,2003
RS10128,1967,80,50.98853822,CU,2003
RS10130,1959,100,18.18417525,CU,2003
RS10131,1964,100,181.6586643,HDPE,2006
RS10131,1964,100,181.6586643,HDPE,2013
RS10132,1955,100,17.24042442,CU,2013
RS10136,1960,80,123.9189001,CU,2002
RS10136,1960,80,123.9189001,CU,2005
RS10136,1960,80,123.9189001,CU,2008
RS10136,1960,80,123.9189001,CU,2010
RS10136,1960,80,123.9189001,CU,2011
RS10136,1960,80,123.9189001,CU,2014
RS10136,1960,80,123.9189001,CU,2014
RS10138,1968,80,48.23983077,HDPE,2005
RS10143,1970,100,68.80274128,HDPE,2002
RS10163,1965,150,59.58750341,HDPE,2012
RS10168,1967,150,45.82663925,CU,2014
RS10170,1947,200,43.3762491,HDPE,2002
RS10171,1966,100,14.23799124,CU,2003
RS10180,1960,100,22.48393505,CU,2008
RS10183,1961,300,131.4736332,CU,2001
RS10183,1961,300,131.4736332,CU,2006
RS10189,1966,80,101.6161578,CU,2005
RS10189,1966,80,101.6161578,CU,2007
RS10195,1962,150,141.0579173,HDPE,2003
RS10195,1962,150,141.0579173,HDPE,2008
RS10198,1962,125,52.2147558,HDPE,2014
RS10205,1970,200,5.531200037,CU,2013
RS10206,1972,200,72.83708005,CU,2013
RS10209,1960,80,14.22292929,CU,2001
RS10215,1959,150,19.00776937,CU,2005
RS10217,1972,80,63.97119145,CU,2002
RS10217,1972,80,63.97119145,CU,2004
RS10219,1963,80,48.77937868,HDPE,2002
RS10219,1963,80,48.77937868,HDPE,2002
RS10220,1956,80,11.60853349,CU,2006
RS10227,1956,125,76.14656567,HDPE,2002
RS10227,1956,125,76.14656567,HDPE,2003
RS10233,1967,100,6.473257881,CU,2006
RS10237,1958,80,43.04251786,HDPE,2007
RS10238,1959,100,198.1799604,HDPE,2009
RS10239,1958,80,13.88537417,CU,2003
RS10239,1958,80,13.88537417,CU,2003
RS10260,1959,125,9.006069562,CU,2002
RS10276,1959,125,21.32144321,CU,2015
RS10278,1950,100,6.676515107,HDPE,2001
RS10278,1950,100,6.676515107,HDPE,2007
RS10278,1950,100,6.676515107,HDPE,2009
RS10278,1950,100,6.676515107,HDPE,2011
RS10278,1950,100,6.676515107,HDPE,2011
RS10281,1950,80,71.3756635,HDPE,2004
RS10281,1950,80,71.3756635,HDPE,2007
RS10281,1950,80,71.3756635,HDPE,2009
RS10281,1950,80,71.3756635,HDPE,2009
RS10281,1950,80,71.3756635,HDPE,2009
RS10281,1950,80,71.3756635,HDPE,2013
RS10293,1953,125,47.62643864,HDPE,2007
RS10293,1953,125,47.62643864,HDPE,2009
RS10293,1953,125,47.62643864,HDPE,2009
RS102936,1974,100,30.29973823,CU,2000
RS102936,1974,100,30.29973823,CU,2005
RS102946,1966,100,14.6410868,CU,2006
RS102952,1967,100,219.5933766,CU,2010
RS102952,1967,100,219.5933766,CU,2011
RS102959,1966,100,6.077981725,CU,2004
RS102959,1966,100,6.077981725,CU,2006
RS102960,1972,100,114.0272448,CU,2004
RS102964,1973,80,186.3885278,CU,2003
RS102977,1978,125,3.517646335,CU,2005
RS102980,1962,125,94.41755103,CU,2013
RS102982,1964,100,56.38224565,CU,2007
RS102992,1960,100,142.7022676,HDPE,2008
RS103025,1966,80,37.85697713,HDPE,2014
RS103037,1957,80,177.1327676,HDPE,2015
RS103037,1957,80,177.1327676,HDPE,2015
RS103044,1972,80,1.98558586,CU,2008
RS103044,1972,80,1.98558586,CU,2013
RS103046,1959,150,75.36879318,HDPE,2007
RS103046,1959,150,75.36879318,HDPE,2009
RS103054,1963,80,11.98040882,CU,2008
RS103060,1977,80,85.72556626,CU,2009
RS103066,1960,80,146.4141147,HDPE,2008
RS103070,1983,150,17.33475939,GI,2010
RS103081,1972,125,295.3476697,CU,2013
RS103093,1962,150,169.996841,HDPE,2007
RS103101,1974,150,365.8732091,CU,2015
RS103120,1967,125,167.7957836,CU,2009
RS103122,1963,100,114.020929,CU,2008
RS103122,1963,100,114.020929,CU,2009
RS10323,1953,100,40.72111387,HDPE,2005
RS10324,1954,150,74.51650364,HDPE,2000
RS10324,1954,150,74.51650364,HDPE,2006
RS10324,1954,150,74.51650364,HDPE,2010
RS10330,1977,125,55.55632298,CU,2009
RS10330,1977,125,55.55632298,CU,2014
RS10332,1961,100,16.46266078,CU,2005
RS10339,1959,100,23.86532229,CU,2003
RS10342,1969,100,113.7164495,CU,2007
RS10343,1966,80,215.2860697,CU,2005
RS10343,1966,80,215.2860697,CU,2005
RS10343,1966,80,215.2860697,CU,2007
RS10343,1966,80,215.2860697,CU,2008
RS10344,1971,80,14.80301459,CU,2002
RS103444,1963,150,338.6495291,HDPE,2003
RS103444,1963,150,338.6495291,HDPE,2012
RS103449,1972,150,421.9366873,HDPE,2006
RS103458,1962,150,239.7141834,HDPE,2011
RS103480,1963,80,93.99569915,HDPE,2005
RS103480,1963,80,93.99569915,HDPE,2006
RS103484,1938,100,59.90583112,CU,2004
RS103484,1938,100,59.90583112,CU,2014
RS103489,1925,100,252.8241095,CU,2005
RS103489,1925,100,252.8241095,CU,2007
RS103492,1954,80,57.93075893,CU,2006
RS10352,1961,125,7.105726384,CU,2004
RS103525,1960,100,8.302884049,CU,2014
RS103541,1994,125,102.0362635,MPVC,2003
RS103545,1949,125,198.5625612,CU,2001
RS103545,1949,125,198.5625612,CU,2002
RS103545,1949,125,198.5625612,CU,2005
RS103545,1949,125,198.5625612,CU,2006
RS103545,1949,125,198.5625612,CU,2006
RS103545,1949,125,198.5625612,CU,2007
RS103545,1949,125,198.5625612,CU,2013
RS103545,1949,125,198.5625612,CU,2014
RS103545,1949,125,198.5625612,CU,2014
RS103545,1949,125,198.5625612,CU,2015
RS103545,1949,125,198.5625612,CU,2015
RS103562,1985,125,72.71323808,HDPE,2003
RS103562,1985,125,72.71323808,HDPE,2008
RS103566,1939,63,14.12075327,CU,2004
RS10358,1958,80,175.1551188,HDPE,2003
RS10359,1954,80,32.17365139,HDPE,2007
RS10365,1977,100,6.969437157,CU,2011
RS10366,1977,125,25.9168797,CU,2010
RS103954,1963,125,4.107807845,CU,2015
RS103962,1894,300,0.945783466,CU,2006
RS10397,1974,80,127.1518701,HDPE,2005
RS10397,1974,80,127.1518701,HDPE,2007
RS10399,1957,125,104.0530097,HDPE,2011
RS10402,1972,80,47.41204291,HDPE,2009
RS104033,1966,125,38.75356132,CU,2005
RS104033,1966,125,38.75356132,CU,2014
RS104056,1958,80,23.32227345,CU,2006
RS10406,1960,225,32.83837767,CU,2009
RS104061,1960,80,193.9445439,HDPE,2003
RS104061,1960,80,193.9445439,HDPE,2004
RS104061,1960,80,193.9445439,HDPE,2015
RS104067,1973,80,8.698839862,CU,2006
RS104067,1973,80,8.698839862,CU,2015
RS104077,1989,80,42.98743077,HDPE,2013
RS104079,1951,80,15.88978909,CU,2004
RS104106,1970,125,150.6940605,HDPE,2009
RS104112,1961,80,101.5380034,HDPE,2013
RS104157,1962,100,21.97494242,CU,2012
RS104157,1962,100,21.97494242,CU,2012
RS104171,1955,125,77.73093834,HDPE,2001
RS104171,1955,125,77.73093834,HDPE,2009
RS104171,1955,125,77.73093834,HDPE,2011
RS104197,1951,150,184.0294748,HDPE,2003
RS104197,1951,150,184.0294748,HDPE,2003
RS104197,1951,150,184.0294748,HDPE,2003
RS104197,1951,150,184.0294748,HDPE,2004
RS104217,1972,80,129.4216827,HDPE,2006
RS104217,1972,80,129.4216827,HDPE,2015
RS104233,1977,250,5.466136971,CU,2008
RS104245,1955,80,92.23200031,HDPE,2002
RS104245,1955,80,92.23200031,HDPE,2002
RS104245,1955,80,92.23200031,HDPE,2003
RS104245,1955,80,92.23200031,HDPE,2005
RS104245,1955,80,92.23200031,HDPE,2005
RS104245,1955,80,92.23200031,HDPE,2006
RS104269,1997,80,70.26593972,MPVC,2014
RS104274,1975,225,159.5825026,CU,2004
RS104274,1975,225,159.5825026,CU,2005
RS104274,1975,225,159.5825026,CU,2006
RS104282,1970,200,141.8531742,CU,2006
RS104282,1970,200,141.8531742,CU,2011
RS104286,1950,100,39.94773793,HDPE,2007
RS10429,1992,150,10.83351545,MPVC,2011
RS10429,1992,150,10.83351545,MPVC,2012
RS104294,1953,100,228.8284252,HDPE,2003
RS104294,1953,100,228.8284252,HDPE,2005
RS104294,1953,100,228.8284252,HDPE,2006
RS104294,1953,100,228.8284252,HDPE,2007
RS104294,1953,100,228.8284252,HDPE,2012
RS104355,1964,150,181.2725342,HDPE,2005
RS10437,1953,100,120.21269,HDPE,2002
RS10437,1953,100,120.21269,HDPE,2004
RS10437,1953,100,120.21269,HDPE,2007
RS10437,1953,100,120.21269,HDPE,2009
RS10437,1953,100,120.21269,HDPE,2009
RS10437,1953,100,120.21269,HDPE,2015
RS104387,1988,125,34.02503017,HDPE,2003
RS10452,1955,225,235.6801845,HDPE,2002
RS10463,1969,300,24.9760894,CU,2010
RS10463,1969,300,24.9760894,CU,2011
RS10463,1969,300,24.9760894,CU,2012
RS10466,1968,100,7.218791886,CU,2007
RS10467,1985,150,86.50193586,GI,2009
RS10472,1973,100,137.6722231,CU,2001
RS10472,1973,100,137.6722231,CU,2011
RS10473,1984,150,119.5842909,GI,2002
RS10473,1984,150,119.5842909,GI,2009
RS10473,1984,150,119.5842909,GI,2013
RS10473,1984,150,119.5842909,GI,2014
RS10482,1954,80,14.32661724,HDPE,2005
RS10487,1946,200,11.89788558,HDPE,2002
RS10490,1968,150,11.23238965,HDPE,2007
RS10494,1966,100,126.0244718,HDPE,2011
RS105019,1974,100,17.45063107,CU,2008
RS10503,1960,150,15.22761996,HDPE,2009
RS105035,1980,80,143.8707571,HDPE,2003
RS105035,1980,80,143.8707571,HDPE,2011
RS105117,1988,125,250.521763,HDPE,2004
RS105186,1976,80,180.4179772,HDPE,2008
RS105187,1972,80,212.0811262,HDPE,2003
RS105187,1972,80,212.0811262,HDPE,2003
RS105187,1972,80,212.0811262,HDPE,2010
RS10519,1964,300,79.07749138,CU,2009
RS105191,1977,100,284.2375556,HDPE,2005
RS105199,1972,80,753.9305779,HDPE,2010
RS105199,1972,80,753.9305779,HDPE,2013
RS105201,1973,80,254.7097934,HDPE,2001
RS105224,1969,100,484.8355238,HDPE,2015
RS10527,1934,125,151.0476685,CU,2003
RS10527,1934,125,151.0476685,CU,2003
RS10527,1934,125,151.0476685,CU,2004
RS10527,1934,125,151.0476685,CU,2010
RS10533,1940,100,53.94638475,CU,2002
RS10533,1940,100,53.94638475,CU,2003
RS10533,1940,100,53.94638475,CU,2005
RS10533,1940,100,53.94638475,CU,2005
RS10533,1940,100,53.94638475,CU,2005
RS10533,1940,100,53.94638475,CU,2005
RS10533,1940,100,53.94638475,CU,2009
RS10533,1940,100,53.94638475,CU,2010
RS10533,1940,100,53.94638475,CU,2011
RS10534,1965,100,8.8814453,CU,2005
RS10535,1982,80,168.1416334,GI,2000
RS10535,1982,80,168.1416334,GI,2014
RS10537,1958,80,104.951747,HDPE,2004
RS10537,1958,80,104.951747,HDPE,2005
RS10537,1958,80,104.951747,HDPE,2007
RS10537,1958,80,104.951747,HDPE,2008
RS10537,1958,80,104.951747,HDPE,2008
RS10537,1958,80,104.951747,HDPE,2008
RS10537,1958,80,104.951747,HDPE,2010
RS10537,1958,80,104.951747,HDPE,2010
RS10544,1947,100,86.40978187,HDPE,2002
RS10544,1947,100,86.40978187,HDPE,2002
RS10544,1947,100,86.40978187,HDPE,2003
RS10544,1947,100,86.40978187,HDPE,2004
RS10544,1947,100,86.40978187,HDPE,2007
RS10545,1946,80,21.61413384,CU,2005
RS10545,1946,80,21.61413384,CU,2006
RS10546,1969,250,143.5710785,CU,2007
RS10546,1969,250,143.5710785,CU,2008
RS10546,1969,250,143.5710785,CU,2014
RS10546,1969,250,143.5710785,CU,2015
RS105466,1963,125,305.3278453,HDPE,2012
RS105468,1988,125,121.8514711,GI,2013
RS10548,1940,125,215.5448659,CU,2005
RS10548,1940,125,215.5448659,CU,2010
RS10548,1940,125,215.5448659,CU,2011
RS10551,1959,80,55.89940272,HDPE,2002
RS10551,1959,80,55.89940272,HDPE,2009
RS10555,1956,80,84.32635693,HDPE,2002
RS10555,1956,80,84.32635693,HDPE,2010
RS10559,1976,100,36.06117046,GI,2009
RS10559,1976,100,36.06117046,GI,2010
RS10566,1965,80,18.27112404,CU,2012
RS10567,1959,150,74.22819723,HDPE,2001
RS10569,1955,125,156.3745176,HDPE,2002
RS10569,1955,125,156.3745176,HDPE,2003
RS10569,1955,125,156.3745176,HDPE,2003
RS10569,1955,125,156.3745176,HDPE,2003
RS10569,1955,125,156.3745176,HDPE,2003
RS10569,1955,125,156.3745176,HDPE,2005
RS10569,1955,125,156.3745176,HDPE,2005
RS10569,1955,125,156.3745176,HDPE,2006
RS10569,1955,125,156.3745176,HDPE,2007
RS10569,1955,125,156.3745176,HDPE,2008
RS10569,1955,125,156.3745176,HDPE,2008
RS10569,1955,125,156.3745176,HDPE,2009
RS10569,1955,125,156.3745176,HDPE,2010
RS10571,1954,100,167.4235262,HDPE,2001
RS10571,1954,100,167.4235262,HDPE,2002
RS10571,1954,100,167.4235262,HDPE,2002
RS10571,1954,100,167.4235262,HDPE,2003
RS10571,1954,100,167.4235262,HDPE,2004
RS10571,1954,100,167.4235262,HDPE,2005
RS10572,1947,100,24.11473974,CU,2010
RS10579,1952,100,137.9356572,HDPE,2001
RS10579,1952,100,137.9356572,HDPE,2002
RS10579,1952,100,137.9356572,HDPE,2003
RS10579,1952,100,137.9356572,HDPE,2004
RS10579,1952,100,137.9356572,HDPE,2005
RS10579,1952,100,137.9356572,HDPE,2005
RS10579,1952,100,137.9356572,HDPE,2007
RS10579,1952,100,137.9356572,HDPE,2008
RS10579,1952,100,137.9356572,HDPE,2008
RS10579,1952,100,137.9356572,HDPE,2008
RS10579,1952,100,137.9356572,HDPE,2008
RS10581,1969,250,107.5423624,CU,2005
RS10581,1969,250,107.5423624,CU,2009
RS10581,1969,250,107.5423624,CU,2010
RS10581,1969,250,107.5423624,CU,2012
RS10581,1969,250,107.5423624,CU,2013
RS10592,1970,250,37.62304501,CU,2009
RS10598,1956,150,193.6456155,CU,2002
RS105985,1948,80,188.8569876,CU,2015
RS10602,1963,80,23.05414684,CU,2014
RS106023,1954,80,21.94505005,CU,2008
RS106031,1947,150,89.91625679,CU,2006
RS106033,1949,150,62.15452837,CU,2002
RS106036,1957,150,239.0166826,HDPE,2006
RS106060,1950,100,4.589237324,CU,2008
RS106071,1976,150,18.54075443,CU,2008
RS10608,1973,150,12.18973275,CU,2005
RS106080,1950,225,77.00945145,CU,2004
RS106080,1950,225,77.00945145,CU,2014
RS106113,1949,100,141.1497926,CU,2002
RS106114,1953,80,242.1713128,CU,2004
RS106114,1953,80,242.1713128,CU,2005
RS106114,1953,80,242.1713128,CU,2005
RS106114,1953,80,242.1713128,CU,2006
RS106114,1953,80,242.1713128,CU,2007
RS106114,1953,80,242.1713128,CU,2008
RS10612,1960,100,7.153415685,CU,2005
RS10613,1977,80,9.844661422,CU,2002
RS106130,1958,100,124.0381947,HDPE,2013
RS10614,1971,80,225.7256195,HDPE,2008
RS10614,1971,80,225.7256195,HDPE,2011
RS106164,1972,80,204.299128,HDPE,2013
RS106167,1977,80,91.01535404,HDPE,2013
RS106168,1975,150,176.360458,HDPE,2011
RS106172,1976,100,87.52863162,HDPE,2005
RS106174,1985,80,83.89534206,HDPE,2008
RS106174,1985,80,83.89534206,HDPE,2010
RS106197,1987,150,283.1893319,HDPE,2011
RS106197,1987,150,283.1893319,HDPE,2012
RS10621,1959,100,132.5601434,HDPE,2003
RS10621,1959,100,132.5601434,HDPE,2012
RS10621,1959,100,132.5601434,HDPE,2013
RS106214,1964,100,110.2379186,HDPE,2002
RS106214,1964,100,110.2379186,HDPE,2007
RS106214,1964,100,110.2379186,HDPE,2007
RS106214,1964,100,110.2379186,HDPE,2007
RS106214,1964,100,110.2379186,HDPE,2014
RS106215,1970,150,96.44536072,HDPE,2011
RS106233,1964,150,68.34028006,HDPE,2014
RS10627,1965,125,9.686624885,CU,2008
RS106275,1967,150,21.55958129,CU,2013
RS106299,1981,150,92.22100525,GI,2013
RS106306,1968,80,3.140041044,HDPE,2014
RS106307,1973,150,263.7608376,CU,2007
RS106307,1973,150,263.7608376,CU,2013
RS106311,1959,80,311.5090751,HDPE,2001
RS106311,1959,80,311.5090751,HDPE,2002
RS106311,1959,80,311.5090751,HDPE,2004
RS106311,1959,80,311.5090751,HDPE,2004
RS106311,1959,80,311.5090751,HDPE,2004
RS106311,1959,80,311.5090751,HDPE,2005
RS106311,1959,80,311.5090751,HDPE,2006
RS106311,1959,80,311.5090751,HDPE,2007
RS106311,1959,80,311.5090751,HDPE,2010
RS106311,1959,80,311.5090751,HDPE,2012
RS106311,1959,80,311.5090751,HDPE,2014
RS106344,1972,150,12.78442441,CU,2011
RS106385,1970,150,395.9975965,CU,2006
RS106385,1970,150,395.9975965,CU,2010
RS106385,1970,150,395.9975965,CU,2014
RS106385,1970,150,395.9975965,CU,2014
RS10639,1961,80,66.4738626,HDPE,2013
RS10639,1961,80,66.4738626,HDPE,2014
RS106390,1969,80,181.6144451,HDPE,2012
RS106391,1965,100,245.9095412,HDPE,2007
RS106391,1965,100,245.9095412,HDPE,2008
RS106398,1961,150,59.71772824,HDPE,2009
RS10640,1971,80,4.508622038,RC,2009
RS106425,1960,100,278.7420727,HDPE,2001
RS106441,1974,80,67.7020242,HDPE,2009
RS106449,1970,80,150.9730961,HDPE,2005
RS106449,1970,80,150.9730961,HDPE,2014
RS106455,1972,125,143.6126769,HDPE,2008
RS10646,1963,100,6.17875862,CU,2008
RS106483,1962,150,642.3057911,HDPE,2006
RS106487,1972,125,44.20427625,HDPE,2007
RS10652,1973,80,2.893364953,CU,2007
RS106523,1993,125,2.212289395,GI,2006
RS106538,1967,150,272.408333,HDPE,2002
RS106538,1967,150,272.408333,HDPE,2014
RS106551,1960,80,167.0334486,HDPE,2001
RS106551,1960,80,167.0334486,HDPE,2003
RS106551,1960,80,167.0334486,HDPE,2005
RS106551,1960,80,167.0334486,HDPE,2013
RS106560,1950,100,9.461349264,CU,2004
RS106564,1949,100,86.06518691,CU,2002
RS106564,1949,100,86.06518691,CU,2004
RS106564,1949,100,86.06518691,CU,2009
RS106564,1949,100,86.06518691,CU,2011
RS106564,1949,100,86.06518691,CU,2011
RS106564,1949,100,86.06518691,CU,2012
RS106566,1947,80,13.46975228,CU,2012
RS106567,1949,100,174.3316708,CU,2003
RS106567,1949,100,174.3316708,CU,2003
RS106567,1949,100,174.3316708,CU,2006
RS106567,1949,100,174.3316708,CU,2006
RS106567,1949,100,174.3316708,CU,2007
RS106567,1949,100,174.3316708,CU,2007
RS106567,1949,100,174.3316708,CU,2007
RS106567,1949,100,174.3316708,CU,2007
RS106567,1949,100,174.3316708,CU,2008
RS106567,1949,100,174.3316708,CU,2009
RS106567,1949,100,174.3316708,CU,2010
RS106567,1949,100,174.3316708,CU,2011
RS106567,1949,100,174.3316708,CU,2011
RS106567,1949,100,174.3316708,CU,2014
RS106567,1949,100,174.3316708,CU,2014
RS106569,1951,100,209.834813,CU,2007
RS106569,1951,100,209.834813,CU,2007
RS106569,1951,100,209.834813,CU,2008
RS106569,1951,100,209.834813,CU,2010
RS106569,1951,100,209.834813,CU,2011
RS106569,1951,100,209.834813,CU,2012
RS106569,1951,100,209.834813,CU,2014
RS10657,1946,100,83.88781665,HDPE,2004
RS10657,1946,100,83.88781665,HDPE,2010
RS106570,1953,150,47.75392116,CU,2005
RS106572,1968,100,189.8561533,HDPE,2006
RS106572,1968,100,189.8561533,HDPE,2012
RS106573,1965,200,95.29640262,CU,2007
RS106577,1966,80,184.07794,HDPE,2002
RS106577,1966,80,184.07794,HDPE,2015
RS106578,1960,100,166.5668366,HDPE,2005
RS106579,1965,80,206.1106982,HDPE,2004
RS106579,1965,80,206.1106982,HDPE,2007
RS106579,1965,80,206.1106982,HDPE,2011
RS106579,1965,80,206.1106982,HDPE,2014
RS106579,1965,80,206.1106982,HDPE,2014
RS106586,1955,100,84.5154793,CU,2003
RS106586,1955,100,84.5154793,CU,2006
RS106586,1955,100,84.5154793,CU,2006
RS106586,1955,100,84.5154793,CU,2009
RS106590,1950,80,231.1749347,CU,2003
RS106590,1950,80,231.1749347,CU,2003
RS106590,1950,80,231.1749347,CU,2004
RS106590,1950,80,231.1749347,CU,2004
RS106590,1950,80,231.1749347,CU,2005
RS106590,1950,80,231.1749347,CU,2007
RS106590,1950,80,231.1749347,CU,2007
RS106590,1950,80,231.1749347,CU,2008
RS106590,1950,80,231.1749347,CU,2010
RS106590,1950,80,231.1749347,CU,2010
RS106590,1950,80,231.1749347,CU,2010
RS106590,1950,80,231.1749347,CU,2010
RS106592,1948,125,1.338040262,CU,2004
RS106592,1948,125,1.338040262,CU,2005
RS106592,1948,125,1.338040262,CU,2007
RS106594,1954,80,105.1876222,CU,2007
RS106595,1961,250,69.81096582,CU,2004
RS106595,1961,250,69.81096582,CU,2011
RS106598,1957,100,104.9712621,HDPE,2011
RS106598,1957,100,104.9712621,HDPE,2011
RS106599,1955,100,16.43288806,CU,2005
RS106599,1955,100,16.43288806,CU,2007
RS106608,1955,80,166.3118161,CU,2002
RS106608,1955,80,166.3118161,CU,2003
RS106608,1955,80,166.3118161,CU,2005
RS106608,1955,80,166.3118161,CU,2006
RS106608,1955,80,166.3118161,CU,2007
RS106608,1955,80,166.3118161,CU,2007
RS106608,1955,80,166.3118161,CU,2008
RS106608,1955,80,166.3118161,CU,2008
RS106608,1955,80,166.3118161,CU,2009
RS106608,1955,80,166.3118161,CU,2011
RS106608,1955,80,166.3118161,CU,2014
RS106608,1955,80,166.3118161,CU,2015
RS106608,1955,80,166.3118161,CU,2015
RS10662,1967,80,16.4792168,CU,2008
RS106628,1962,80,2.963258411,CU,2007
RS106629,1966,125,75.63631039,HDPE,2015
RS10663,1969,80,78.99890176,CU,2005
RS10663,1969,80,78.99890176,CU,2010
RS106636,1951,80,68.69649053,CU,2002
RS106636,1951,80,68.69649053,CU,2003
RS106636,1951,80,68.69649053,CU,2005
RS106636,1951,80,68.69649053,CU,2006
RS106636,1951,80,68.69649053,CU,2008
RS106636,1951,80,68.69649053,CU,2013
RS106636,1951,80,68.69649053,CU,2013
RS106638,1965,150,77.65177297,HDPE,2004
RS106639,1948,80,5.078706408,CU,2008
RS106640,1964,80,65.08979046,HDPE,2009
RS106646,1955,80,73.20472526,CU,2008
RS106649,1946,80,63.79348114,CU,2004
RS106649,1946,80,63.79348114,CU,2005
RS106658,1955,80,76.10694345,CU,2006
RS106666,1961,80,17.81415427,CU,2004
RS106666,1961,80,17.81415427,CU,2004
RS106666,1961,80,17.81415427,CU,2005
RS106668,1955,100,14.57141436,CU,2007
RS106668,1955,100,14.57141436,CU,2008
RS106668,1955,100,14.57141436,CU,2010
RS106679,1960,150,72.19234929,HDPE,2011
RS106685,1950,125,174.6635365,CU,2014
RS10669,1938,80,147.6350144,CU,2004
RS10669,1938,80,147.6350144,CU,2004
RS10669,1938,80,147.6350144,CU,2006
RS106697,1955,100,76.1586149,CU,2008
RS106697,1955,100,76.1586149,CU,2011
RS106697,1955,100,76.1586149,CU,2011
RS106697,1955,100,76.1586149,CU,2013
RS106712,1964,150,185.9906775,HDPE,2002
RS106712,1964,150,185.9906775,HDPE,2004
RS106712,1964,150,185.9906775,HDPE,2005
RS106712,1964,150,185.9906775,HDPE,2005
RS106712,1964,150,185.9906775,HDPE,2007
RS106712,1964,150,185.9906775,HDPE,2008
RS106712,1964,150,185.9906775,HDPE,2010
RS106712,1964,150,185.9906775,HDPE,2015
RS106715,1961,80,2.183667406,CU,2009
RS106716,1963,125,182.1659738,HDPE,2002
RS106716,1963,125,182.1659738,HDPE,2004
RS106716,1963,125,182.1659738,HDPE,2015
RS106723,1977,125,148.1997143,CU,2007
RS106730,1974,125,29.65894795,CU,2004
RS106742,1953,125,157.1557533,CU,2005
RS106742,1953,125,157.1557533,CU,2011
RS106747,1964,150,120.9627864,HDPE,2006
RS106755,1969,150,7.57800869,CU,2013
RS106757,1969,100,53.51394219,HDPE,2011
RS106776,1972,125,855.4362335,HDPE,2004
RS106781,1988,150,310.5261932,GI,2015
RS106791,1970,150,939.616405,HDPE,2007
RS106791,1970,150,939.616405,HDPE,2008
RS106801,1979,150,141.5229839,GI,2013
RS106806,1984,125,10.57631472,CU,2012
RS106809,1978,125,35.32212607,CU,2002
RS106857,1976,100,458.4050634,HDPE,2012
RS10686,1954,150,76.16665083,HDPE,2006
RS106870,1974,80,381.8207734,HDPE,2013
RS106875,1983,225,204.7151837,CU,2015
RS106877,1975,100,37.04252037,HDPE,2013
RS10688,1957,125,22.13097046,HDPE,2009
RS106886,1974,100,79.75762134,HDPE,2015
RS106889,1973,80,73.7713564,HDPE,2007
RS10694,1971,100,8.319321349,CU,2004
RS10694,1971,100,8.319321349,CU,2012
RS106958,1962,80,148.0642889,HDPE,2003
RS106958,1962,80,148.0642889,HDPE,2004
RS106958,1962,80,148.0642889,HDPE,2005
RS106962,1957,80,135.6948965,HDPE,2009
RS106963,1964,250,238.4075503,CU,2002
RS106963,1964,250,238.4075503,CU,2014
RS106971,1968,125,86.19494005,HDPE,2006
RS106971,1968,125,86.19494005,HDPE,2007
RS106971,1968,125,86.19494005,HDPE,2007
RS106972,1961,125,48.73906211,HDPE,2002
RS106972,1961,125,48.73906211,HDPE,2003
RS106973,1964,150,168.5363924,HDPE,2003
RS106973,1964,150,168.5363924,HDPE,2007
RS106990,1964,100,15.10707357,HDPE,2007
RS10703,1955,80,52.73240871,HDPE,2007
RS10705,1963,80,15.52629982,CU,2007
RS10709,1963,80,5.70011037,CU,2006
RS10710,1963,80,45.15967898,HDPE,2007
RS10710,1963,80,45.15967898,HDPE,2007
RS10717,1965,100,73.77903161,CU,2011
RS10717,1965,100,73.77903161,CU,2014
RS10718,1957,80,63.07500442,HDPE,2006
RS10718,1957,80,63.07500442,HDPE,2006
RS10718,1957,80,63.07500442,HDPE,2009
RS10718,1957,80,63.07500442,HDPE,2009
RS10719,1954,100,8.517846761,CU,2006
RS10735,1964,80,16.5089299,HDPE,2012
RS10745,1964,100,129.2740727,HDPE,2003
